,name,actual_price,selling_price,offer,rating(outof5),no_of_ratings,no_of_reviews,image_url,memory,dimension,camera,battery,processor,warranty,product_link
106,"REDMI Note 12 (Sunrise Gold, 64 GB)","₹18,999","₹11,999",36% off,4.1,"27,360 Ratings "," 2,225 Reviews",,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Snapdragon 685 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-12-sunrise-gold-64-gb/p/itm5d170187bcbf0?pid=MOBGNYHZ7ZGHES2V&lid=LSTMOBGNYHZ7ZGHES2VAOTRKH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_179&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGNYHZ7ZGHES2V.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
107,itel Magic X Pro 4G| 2500mAh Big Battery| Expandable Storage upto 64GB,"₹3,199","₹1,794",43% off,3.9,"6,573 Ratings ", 714 Reviews,,64 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,,2500 mAh Battery,2 years warranty on mobile device & 6 months on accessories.,https://www.flipkart.com/itel-magic-x-pro-4g-2500mah-big-battery-expandable-storage-upto-64gb/p/itm6a91d9875a444?pid=MOBGK2E6MBKZZEMX&lid=LSTMOBGK2E6MBKZZEMX0LIR2S&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_180&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGK2E6MBKZZEMX.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
108,SAMSUNG Guru Music 2,"₹2,578","₹1,844",28% off,3.9,"3,730 Ratings ", 247 Reviews,,0.53 RAM | NA KB ROM | Expandable Upto 16 GB,5.08 cm (2 inch) QVGA Display,0MP Front Camera,800 mAh Battery,NA 0 Single Core 208MHz Processor,1 Year Manufacturer Warranty,https://www.flipkart.com/samsung-guru-music-2/p/itme3f3f02bd4c03?pid=MOBGA9U9XVMZ77NP&lid=LSTMOBGA9U9XVMZ77NPQ3HDOC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_181&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGA9U9XVMZ77NP.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
109,"APPLE iPhone 15 (Blue, 128 GB)","₹79,900","₹77,900",2% off,4.6,"2,313 Ratings ", 184 Reviews,,128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/apple-iphone-15-blue-128-gb/p/itmbf14ef54f645d?pid=MOBGTAGPAQNVFZZY&lid=LSTMOBGTAGPAQNVFZZYSCIIOB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_182&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGTAGPAQNVFZZY.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
110,"REDMI Note 12 Pro+ 5G (Iceberg Blue, 256 GB)","₹33,999","₹27,999",17% off,4.2,"18,717 Ratings "," 1,923 Reviews",,8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,200MP + 8MP + 2MP | 16MP Front Camera,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-12-pro-5g-iceberg-blue-256-gb/p/itmc41b2b02af0da?pid=MOBGH2UVGCGZZT2V&lid=LSTMOBGH2UVGCGZZT2VXUSVE8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_183&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGH2UVGCGZZT2V.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
111,"Infinix Note 30 5G (Sunset Gold, 256 GB)","₹19,999","₹14,999",25% off,4.2,"69,489 Ratings "," 7,588 Reviews",,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD+ Display,108 MP + 2 MP+ AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Dimensity 6080 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-note-30-5g-sunset-gold-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPWB79HS7M&lid=LSTMOBGQ9HPWB79HS7MJHUHUF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_184&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQ9HPWB79HS7M.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
112,"Infinix Note 30 5G (Interstellar Blue, 256 GB)","₹19,999","₹14,999",25% off,4.2,"69,489 Ratings "," 7,588 Reviews",,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD+ Display,108 MP + 2 MP+ AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Dimensity 6080 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-note-30-5g-interstellar-blue-256-gb/p/itm12c179f0a6281?pid=MOBGQ9HPTHRDF7ZX&lid=LSTMOBGQ9HPTHRDF7ZXGLKHRK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_185&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQ9HPTHRDF7ZX.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
113,"MOTOROLA e13 (Little Boy Blue, 128 GB)","₹10,999","₹7,499",31% off,4.1,"23,486 Ratings "," 1,449 Reviews",,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/motorola-e13-little-boy-blue-128-gb/p/itm66c82f55a50c5?pid=MOBGR4J7YNRQY2BX&lid=LSTMOBGR4J7YNRQY2BXTHV4TL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_186&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGR4J7YNRQY2BX.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
114,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,599","₹1,298",18% off,4.1,"86,433 Ratings "," 5,592 Reviews",,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP | 0MP Front Camera,1000 mAh Battery,SC6531E Processor,1 Year Replacement Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,https://www.flipkart.com/nokia-105-single-sim-keypad-mobile-phone-wireless-fm-radio/p/itm1e2206f816463?pid=MOBGQFVG6MXANY2Q&lid=LSTMOBGQFVG6MXANY2QZPLC8A&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_187&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQFVG6MXANY2Q.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
115,"POCO C65 (Pastel Blue, 128 GB)","₹10,999","₹8,499",22% off,4.3,626 Ratings , 38 Reviews,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c65-pastel-blue-128-gb/p/itm1586ff4fb1c2b?pid=MOBGVVTXZESSZY4W&lid=LSTMOBGVVTXZESSZY4WVAOO2Y&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_188&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGVVTXZESSZY4W.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
116,"realme 11 5G (Glory Gold, 256 GB)","₹22,999","₹18,999",17% off,4.3,"43,727 Ratings "," 3,412 Reviews",,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 6100+ Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/realme-11-5g-glory-gold-256-gb/p/itm676fecfaebff9?pid=MOBGS2W3AMEZWYXX&lid=LSTMOBGS2W3AMEZWYXX9KUCNV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_189&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGS2W3AMEZWYXX.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
117,"MOTOROLA g14 (Butter Cream, 128 GB)","₹12,999","₹8,499",34% off,4.1,"32,538 Ratings "," 2,904 Reviews",,,,,,,,https://www.flipkart.com/motorola-g14-butter-cream-128-gb/p/itm1be445b42514c?pid=MOBGQFX8XAJ3KHZ2&lid=LSTMOBGQFX8XAJ3KHZ2C7C0YB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_190&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGQFX8XAJ3KHZ2.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
118,"REDMI A2 (Classic Black, 64 GB)","₹9,999","₹5,499",45% off,4.1,"1,589 Ratings ", 93 Reviews,,2 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,Helio G36 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-a2-classic-black-64-gb/p/itm93a82cd23ef97?pid=MOBGRHB6XAEUADQB&lid=LSTMOBGRHB6XAEUADQB6UKL5S&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_191&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGRHB6XAEUADQB.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
119,"REDMI Note 12 5G (Matte Black, 128 GB)","₹19,999","₹15,499",22% off,3.9,"7,619 Ratings ", 647 Reviews,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-12-5g-matte-black-128-gb/p/itmd0f3dc327bca7?pid=MOBGHNFJPHFFUYM7&lid=LSTMOBGHNFJPHFFUYM73P6SDX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_8_192&otracker=search&otracker1=search&fm=organic&iid=101bc04a-09a4-4dfd-bf34-320d11438022.MOBGHNFJPHFFUYM7.SEARCH&ppt=None&ppn=None&ssid=cjrgjpj6000000001703699015328&qH=eb4af0bf07c16429
120,"POCO C65 (Matte Black, 128 GB)","₹10,999","₹8,499",22% off,4.3,626 Ratings , 38 Reviews,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itm8ea3d87aa6c0c?pid=MOBGVVTXAFHYHDZS&lid=LSTMOBGVVTXAFHYHDZSK9U3D1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_193&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGVVTXAFHYHDZS.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
121,"Infinix SMART 7 (Azure Blue, 128 GB)","₹10,999","₹7,299",33% off,4.3,"1,26,865 Ratings "," 6,444 Reviews",,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-7-azure-blue-128-gb/p/itm7b72b66485a59?pid=MOBGRH6Y386CENMX&lid=LSTMOBGRH6Y386CENMXT973RF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_194&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRH6Y386CENMX.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
122,"Infinix SMART 7 (Azure Blue, 64 GB)","₹9,999","₹6,999",30% off,4.3,"1,26,865 Ratings "," 6,444 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-7-azure-blue-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2WYG2A2FM&lid=LSTMOBGMTW2WYG2A2FMAZGXKU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_195&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGMTW2WYG2A2FM.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
123,"REDMI 12 5G (Jade Black, 128 GB)","₹14,999","₹12,999",13% off,4.3,"5,186 Ratings ", 314 Reviews,,4 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD Display,50MP Rear Camera,,5000 mAh Battery,1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://www.flipkart.com/redmi-12-5g-jade-black-128-gb/p/itm0c8ba13f6fc5b?pid=MOBGS9QU7QVWUWRD&lid=LSTMOBGS9QU7QVWUWRDWAYPOB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_196&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGS9QU7QVWUWRD.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
124,"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)","₹27,999","₹21,999",21% off,4.2,"51,378 Ratings "," 4,866 Reviews",,6 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-12-pro-5g-glacier-blue-128-gb/p/itm8fbee21008560?pid=MOBGH2UVZHHQGRRP&lid=LSTMOBGH2UVZHHQGRRPHJOZCG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGH2UVZHHQGRRP.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
125,"Infinix SMART 7 (Night Black, 128 GB)","₹10,999","₹7,299",33% off,4.3,"1,26,865 Ratings "," 6,444 Reviews",,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-7-night-black-128-gb/p/itm7b72b66485a59?pid=MOBGRH6YCHF2XEFB&lid=LSTMOBGRH6YCHF2XEFBXFULMV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_198&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRH6YCHF2XEFB.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
126,"Infinix SMART 7 (Emerald Green, 128 GB)","₹10,999","₹7,299",33% off,4.3,"1,26,865 Ratings "," 6,444 Reviews",,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-7-emerald-green-128-gb/p/itm7b72b66485a59?pid=MOBGRH6YM3KZXNWF&lid=LSTMOBGRH6YM3KZXNWFSJXTYT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRH6YM3KZXNWF.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
127,"Infinix SMART 7 (Night Black, 64 GB)","₹9,999","₹6,999",30% off,4.3,"1,26,865 Ratings "," 6,444 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-7-night-black-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2T7W2UPB9&lid=LSTMOBGMTW2T7W2UPB99HTRS1&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_200&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGMTW2T7W2UPB9.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
128,"Infinix SMART 7 (Emerald Green, 64 GB)","₹9,999","₹6,999",30% off,4.3,"1,26,865 Ratings "," 6,444 Reviews",,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor,1 Year on Handset and 6 Months on Accessories,https://www.flipkart.com/infinix-smart-7-emerald-green-64-gb/p/itm7b72b66485a59?pid=MOBGMTW2HFCMQY35&lid=LSTMOBGMTW2HFCMQY35R7FJQZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGMTW2HFCMQY35.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
129,"SAMSUNG Galaxy M14 5G (Berry Blue, 128 GB)","₹18,990","₹13,329",29% off,4.2,"11,779 Ratings ", 798 Reviews,,6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,,6000 mAh Battery,1 year for handset and 6 month for accessories,https://www.flipkart.com/samsung-galaxy-m14-5g-berry-blue-128-gb/p/itm922004d76b4f7?pid=MOBGZWSSAXNGYWRJ&lid=LSTMOBGZWSSAXNGYWRJUZJ3QM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGZWSSAXNGYWRJ.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
130,"IQOO Z6 Lite 5G (With Charger) (Stellar Green, 128 GB)","₹19,999","₹13,985",30% off,4.3,"4,666 Ratings ", 304 Reviews,,6 GB RAM | 128 GB ROM,16.97 cm (6.68 inch) Display,50MP Rear Camera,,5000 mAh Battery,1 Year,https://www.flipkart.com/iqoo-z6-lite-5g-with-charger-stellar-green-128-gb/p/itm16fce02bce4de?pid=MOBGSYMF6RFFWF6P&lid=LSTMOBGSYMF6RFFWF6PPGLYJ2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGSYMF6RFFWF6P.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
131,"REDMI Note 12 (Lunar Black, 64 GB)","₹18,999","₹11,999",36% off,4.1,"27,360 Ratings "," 2,225 Reviews",,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Super AMOLED Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Snapdragon 685 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,https://www.flipkart.com/redmi-note-12-lunar-black-64-gb/p/itm6756d6e7a86be?pid=MOBGNYHZJGGE3ZHM&lid=LSTMOBGNYHZJGGE3ZHMCSWYEM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGNYHZJGGE3ZHM.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
132,"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)","₹24,499","₹18,499",24% off,4.2,"23,059 Ratings "," 1,883 Reviews",,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 13MP Front Camera,6000 mAh Battery,Exynos 1280 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f34-5g-electric-black-128-gb/p/itm85da260a1ae3c?pid=MOBGRZMYDDS8SBXZ&lid=LSTMOBGRZMYDDS8SBXZKIP6ZG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRZMYDDS8SBXZ.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
133,"POCO C65 (Matte Black, 256 GB)","₹13,499","₹10,999",18% off,4.1,119 Ratings , 9 Reviews,,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c65-matte-black-256-gb/p/itmd776f58809b28?pid=MOBGVVTXXYZHF5UM&lid=LSTMOBGVVTXXYZHF5UMGXNVBS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGVVTXXYZHF5UM.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
134,"SAMSUNG Galaxy F34 5G (Orchid Violet, 128 GB)","₹24,499","₹18,499",24% off,4.2,"23,059 Ratings "," 1,883 Reviews",,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 13MP Front Camera,6000 mAh Battery,Exynos 1280 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-f34-5g-orchid-violet-128-gb/p/itm97f82a0acbe1f?pid=MOBGRZMYGSVHDBGJ&lid=LSTMOBGRZMYGSVHDBGJ3I9H32&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGRZMYGSVHDBGJ.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
135,"POCO M5 (Icy Blue, 128 GB)","₹18,999","₹8,999",52% off,4.2,"14,727 Ratings "," 1,020 Reviews",,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G99 Processor,"1 Year for Handset, 6 Months for Accessories",https://www.flipkart.com/poco-m5-icy-blue-128-gb/p/itmdff67fe6f5687?pid=MOBGHMZEP9EFTVA4&lid=LSTMOBGHMZEP9EFTVA4LNLEAO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGHMZEP9EFTVA4.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
136,"POCO C65 (Pastel Blue, 256 GB)","₹13,499","₹10,999",18% off,4.1,119 Ratings , 9 Reviews,,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,https://www.flipkart.com/poco-c65-pastel-blue-256-gb/p/itm25756864abc77?pid=MOBGVVTX2QNXDJ2W&lid=LSTMOBGVVTX2QNXDJ2WLNZIWO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=3a28f46b-dc2d-4c0a-af27-124dfd674ec2.MOBGVVTX2QNXDJ2W.SEARCH&ppt=None&ppn=None&ssid=n9v3v8swn40000001703699017159&qH=eb4af0bf07c16429
